electrode,shank,shank_column,shank_row,x_um,y_um
2080,1,0,400,258,6000
2081,1,1,400,290,6000
2082,1,0,401,258,6015
2083,1,1,401,290,6015
2084,1,0,402,258,6030
2085,1,1,402,290,6030
2086,1,0,403,258,6045
2087,1,1,403,290,6045
2088,1,0,404,258,6060
2089,1,1,404,290,6060
2090,1,0,405,258,6075
2091,1,1,405,290,6075
2092,1,0,406,258,6090
2093,1,1,406,290,6090
2094,1,0,407,258,6105
2095,1,1,407,290,6105
2096,1,0,408,258,6120
2097,1,1,408,290,6120
2098,1,0,409,258,6135
2099,1,1,409,290,6135
2100,1,0,410,258,6150
2101,1,1,410,290,6150
2102,1,0,411,258,6165
2103,1,1,411,290,6165
2104,1,0,412,258,6180
2105,1,1,412,290,6180
2106,1,0,413,258,6195
2107,1,1,413,290,6195
2108,1,0,414,258,6210
2109,1,1,414,290,6210
2110,1,0,415,258,6225
2111,1,1,415,290,6225
2112,1,0,416,258,6240
2113,1,1,416,290,6240
2114,1,0,417,258,6255
2115,1,1,417,290,6255
2116,1,0,418,258,6270
2117,1,1,418,290,6270
2118,1,0,419,258,6285
2119,1,1,419,290,6285
2120,1,0,420,258,6300
2121,1,1,420,290,6300
2122,1,0,421,258,6315
2123,1,1,421,290,6315
2124,1,0,422,258,6330
2125,1,1,422,290,6330
2126,1,0,423,258,6345
2127,1,1,423,290,6345
2128,1,0,424,258,6360
2129,1,1,424,290,6360
2130,1,0,425,258,6375
2131,1,1,425,290,6375
2132,1,0,426,258,6390
2133,1,1,426,290,6390
2134,1,0,427,258,6405
2135,1,1,427,290,6405
2136,1,0,428,258,6420
2137,1,1,428,290,6420
2138,1,0,429,258,6435
2139,1,1,429,290,6435
2140,1,0,430,258,6450
2141,1,1,430,290,6450
2142,1,0,431,258,6465
2143,1,1,431,290,6465
2144,1,0,432,258,6480
2145,1,1,432,290,6480
2146,1,0,433,258,6495
2147,1,1,433,290,6495
2148,1,0,434,258,6510
2149,1,1,434,290,6510
2150,1,0,435,258,6525
2151,1,1,435,290,6525
2152,1,0,436,258,6540
2153,1,1,436,290,6540
2154,1,0,437,258,6555
2155,1,1,437,290,6555
2156,1,0,438,258,6570
2157,1,1,438,290,6570
2158,1,0,439,258,6585
2159,1,1,439,290,6585
2160,1,0,440,258,6600
2161,1,1,440,290,6600
2162,1,0,441,258,6615
2163,1,1,441,290,6615
2164,1,0,442,258,6630
2165,1,1,442,290,6630
2166,1,0,443,258,6645
2167,1,1,443,290,6645
2168,1,0,444,258,6660
2169,1,1,444,290,6660
2170,1,0,445,258,6675
2171,1,1,445,290,6675
2172,1,0,446,258,6690
2173,1,1,446,290,6690
2174,1,0,447,258,6705
2175,1,1,447,290,6705
2176,1,0,448,258,6720
2177,1,1,448,290,6720
2178,1,0,449,258,6735
2179,1,1,449,290,6735
2180,1,0,450,258,6750
2181,1,1,450,290,6750
2182,1,0,451,258,6765
2183,1,1,451,290,6765
2184,1,0,452,258,6780
2185,1,1,452,290,6780
2186,1,0,453,258,6795
2187,1,1,453,290,6795
2188,1,0,454,258,6810
2189,1,1,454,290,6810
2190,1,0,455,258,6825
2191,1,1,455,290,6825
2192,1,0,456,258,6840
2193,1,1,456,290,6840
2194,1,0,457,258,6855
2195,1,1,457,290,6855
2196,1,0,458,258,6870
2197,1,1,458,290,6870
2198,1,0,459,258,6885
2199,1,1,459,290,6885
2200,1,0,460,258,6900
2201,1,1,460,290,6900
2202,1,0,461,258,6915
2203,1,1,461,290,6915
2204,1,0,462,258,6930
2205,1,1,462,290,6930
2206,1,0,463,258,6945
2207,1,1,463,290,6945
2208,1,0,464,258,6960
2209,1,1,464,290,6960
2210,1,0,465,258,6975
2211,1,1,465,290,6975
2212,1,0,466,258,6990
2213,1,1,466,290,6990
2214,1,0,467,258,7005
2215,1,1,467,290,7005
2216,1,0,468,258,7020
2217,1,1,468,290,7020
2218,1,0,469,258,7035
2219,1,1,469,290,7035
2220,1,0,470,258,7050
2221,1,1,470,290,7050
2222,1,0,471,258,7065
2223,1,1,471,290,7065
2224,1,0,472,258,7080
2225,1,1,472,290,7080
2226,1,0,473,258,7095
2227,1,1,473,290,7095
2228,1,0,474,258,7110
2229,1,1,474,290,7110
2230,1,0,475,258,7125
2231,1,1,475,290,7125
2232,1,0,476,258,7140
2233,1,1,476,290,7140
2234,1,0,477,258,7155
2235,1,1,477,290,7155
2236,1,0,478,258,7170
2237,1,1,478,290,7170
2238,1,0,479,258,7185
2239,1,1,479,290,7185
2240,1,0,480,258,7200
2241,1,1,480,290,7200
2242,1,0,481,258,7215
2243,1,1,481,290,7215
2244,1,0,482,258,7230
2245,1,1,482,290,7230
2246,1,0,483,258,7245
2247,1,1,483,290,7245
2248,1,0,484,258,7260
2249,1,1,484,290,7260
2250,1,0,485,258,7275
2251,1,1,485,290,7275
2252,1,0,486,258,7290
2253,1,1,486,290,7290
2254,1,0,487,258,7305
2255,1,1,487,290,7305
2256,1,0,488,258,7320
2257,1,1,488,290,7320
2258,1,0,489,258,7335
2259,1,1,489,290,7335
2260,1,0,490,258,7350
2261,1,1,490,290,7350
2262,1,0,491,258,7365
2263,1,1,491,290,7365
2264,1,0,492,258,7380
2265,1,1,492,290,7380
2266,1,0,493,258,7395
2267,1,1,493,290,7395
2268,1,0,494,258,7410
2269,1,1,494,290,7410
2270,1,0,495,258,7425
2271,1,1,495,290,7425
2272,1,0,496,258,7440
2273,1,1,496,290,7440
2274,1,0,497,258,7455
2275,1,1,497,290,7455
2276,1,0,498,258,7470
2277,1,1,498,290,7470
2278,1,0,499,258,7485
2279,1,1,499,290,7485
2280,1,0,500,258,7500
2281,1,1,500,290,7500
2282,1,0,501,258,7515
2283,1,1,501,290,7515
2284,1,0,502,258,7530
2285,1,1,502,290,7530
2286,1,0,503,258,7545
2287,1,1,503,290,7545
2288,1,0,504,258,7560
2289,1,1,504,290,7560
2290,1,0,505,258,7575
2291,1,1,505,290,7575
2292,1,0,506,258,7590
2293,1,1,506,290,7590
2294,1,0,507,258,7605
2295,1,1,507,290,7605
2296,1,0,508,258,7620
2297,1,1,508,290,7620
2298,1,0,509,258,7635
2299,1,1,509,290,7635
2300,1,0,510,258,7650
2301,1,1,510,290,7650
2302,1,0,511,258,7665
2303,1,1,511,290,7665
2304,1,0,512,258,7680
2305,1,1,512,290,7680
2306,1,0,513,258,7695
2307,1,1,513,290,7695
2308,1,0,514,258,7710
2309,1,1,514,290,7710
2310,1,0,515,258,7725
2311,1,1,515,290,7725
2312,1,0,516,258,7740
2313,1,1,516,290,7740
2314,1,0,517,258,7755
2315,1,1,517,290,7755
2316,1,0,518,258,7770
2317,1,1,518,290,7770
2318,1,0,519,258,7785
2319,1,1,519,290,7785
2320,1,0,520,258,7800
2321,1,1,520,290,7800
2322,1,0,521,258,7815
2323,1,1,521,290,7815
2324,1,0,522,258,7830
2325,1,1,522,290,7830
2326,1,0,523,258,7845
2327,1,1,523,290,7845
2328,1,0,524,258,7860
2329,1,1,524,290,7860
2330,1,0,525,258,7875
2331,1,1,525,290,7875
2332,1,0,526,258,7890
2333,1,1,526,290,7890
2334,1,0,527,258,7905
2335,1,1,527,290,7905
2336,1,0,528,258,7920
2337,1,1,528,290,7920
2338,1,0,529,258,7935
2339,1,1,529,290,7935
2340,1,0,530,258,7950
2341,1,1,530,290,7950
2342,1,0,531,258,7965
2343,1,1,531,290,7965
2344,1,0,532,258,7980
2345,1,1,532,290,7980
2346,1,0,533,258,7995
2347,1,1,533,290,7995
2348,1,0,534,258,8010
2349,1,1,534,290,8010
2350,1,0,535,258,8025
2351,1,1,535,290,8025
2352,1,0,536,258,8040
2353,1,1,536,290,8040
2354,1,0,537,258,8055
2355,1,1,537,290,8055
2356,1,0,538,258,8070
2357,1,1,538,290,8070
2358,1,0,539,258,8085
2359,1,1,539,290,8085
2360,1,0,540,258,8100
2361,1,1,540,290,8100
2362,1,0,541,258,8115
2363,1,1,541,290,8115
2364,1,0,542,258,8130
2365,1,1,542,290,8130
2366,1,0,543,258,8145
2367,1,1,543,290,8145
2368,1,0,544,258,8160
2369,1,1,544,290,8160
2370,1,0,545,258,8175
2371,1,1,545,290,8175
2372,1,0,546,258,8190
2373,1,1,546,290,8190
2374,1,0,547,258,8205
2375,1,1,547,290,8205
2376,1,0,548,258,8220
2377,1,1,548,290,8220
2378,1,0,549,258,8235
2379,1,1,549,290,8235
2380,1,0,550,258,8250
2381,1,1,550,290,8250
2382,1,0,551,258,8265
2383,1,1,551,290,8265
2384,1,0,552,258,8280
2385,1,1,552,290,8280
2386,1,0,553,258,8295
2387,1,1,553,290,8295
2388,1,0,554,258,8310
2389,1,1,554,290,8310
2390,1,0,555,258,8325
2391,1,1,555,290,8325
2392,1,0,556,258,8340
2393,1,1,556,290,8340
2394,1,0,557,258,8355
2395,1,1,557,290,8355
2396,1,0,558,258,8370
2397,1,1,558,290,8370
2398,1,0,559,258,8385
2399,1,1,559,290,8385
2400,1,0,560,258,8400
2401,1,1,560,290,8400
2402,1,0,561,258,8415
2403,1,1,561,290,8415
2404,1,0,562,258,8430
2405,1,1,562,290,8430
2406,1,0,563,258,8445
2407,1,1,563,290,8445
2408,1,0,564,258,8460
2409,1,1,564,290,8460
2410,1,0,565,258,8475
2411,1,1,565,290,8475
2412,1,0,566,258,8490
2413,1,1,566,290,8490
2414,1,0,567,258,8505
2415,1,1,567,290,8505
2416,1,0,568,258,8520
2417,1,1,568,290,8520
2418,1,0,569,258,8535
2419,1,1,569,290,8535
2420,1,0,570,258,8550
2421,1,1,570,290,8550
2422,1,0,571,258,8565
2423,1,1,571,290,8565
2424,1,0,572,258,8580
2425,1,1,572,290,8580
2426,1,0,573,258,8595
2427,1,1,573,290,8595
2428,1,0,574,258,8610
2429,1,1,574,290,8610
2430,1,0,575,258,8625
2431,1,1,575,290,8625
2432,1,0,576,258,8640
2433,1,1,576,290,8640
2434,1,0,577,258,8655
2435,1,1,577,290,8655
2436,1,0,578,258,8670
2437,1,1,578,290,8670
2438,1,0,579,258,8685
2439,1,1,579,290,8685
2440,1,0,580,258,8700
2441,1,1,580,290,8700
2442,1,0,581,258,8715
2443,1,1,581,290,8715
2444,1,0,582,258,8730
2445,1,1,582,290,8730
2446,1,0,583,258,8745
2447,1,1,583,290,8745
2448,1,0,584,258,8760
2449,1,1,584,290,8760
2450,1,0,585,258,8775
2451,1,1,585,290,8775
2452,1,0,586,258,8790
2453,1,1,586,290,8790
2454,1,0,587,258,8805
2455,1,1,587,290,8805
2456,1,0,588,258,8820
2457,1,1,588,290,8820
2458,1,0,589,258,8835
2459,1,1,589,290,8835
2460,1,0,590,258,8850
2461,1,1,590,290,8850
2462,1,0,591,258,8865
2463,1,1,591,290,8865
2464,1,0,592,258,8880
2465,1,1,592,290,8880
2466,1,0,593,258,8895
2467,1,1,593,290,8895
2468,1,0,594,258,8910
2469,1,1,594,290,8910
2470,1,0,595,258,8925
2471,1,1,595,290,8925
2472,1,0,596,258,8940
2473,1,1,596,290,8940
2474,1,0,597,258,8955
2475,1,1,597,290,8955
2476,1,0,598,258,8970
2477,1,1,598,290,8970
2478,1,0,599,258,8985
2479,1,1,599,290,8985
2480,1,0,600,258,9000
2481,1,1,600,290,9000
2482,1,0,601,258,9015
2483,1,1,601,290,9015
2484,1,0,602,258,9030
2485,1,1,602,290,9030
2486,1,0,603,258,9045
2487,1,1,603,290,9045
2488,1,0,604,258,9060
2489,1,1,604,290,9060
2490,1,0,605,258,9075
2491,1,1,605,290,9075
2492,1,0,606,258,9090
2493,1,1,606,290,9090
2494,1,0,607,258,9105
2495,1,1,607,290,9105
2496,1,0,608,258,9120
2497,1,1,608,290,9120
2498,1,0,609,258,9135
2499,1,1,609,290,9135
2500,1,0,610,258,9150
2501,1,1,610,290,9150
2502,1,0,611,258,9165
2503,1,1,611,290,9165
2504,1,0,612,258,9180
2505,1,1,612,290,9180
2506,1,0,613,258,9195
2507,1,1,613,290,9195
2508,1,0,614,258,9210
2509,1,1,614,290,9210
2510,1,0,615,258,9225
2511,1,1,615,290,9225
2512,1,0,616,258,9240
2513,1,1,616,290,9240
2514,1,0,617,258,9255
2515,1,1,617,290,9255
2516,1,0,618,258,9270
2517,1,1,618,290,9270
2518,1,0,619,258,9285
2519,1,1,619,290,9285
2520,1,0,620,258,9300
2521,1,1,620,290,9300
2522,1,0,621,258,9315
2523,1,1,621,290,9315
2524,1,0,622,258,9330
2525,1,1,622,290,9330
2526,1,0,623,258,9345
2527,1,1,623,290,9345
2528,1,0,624,258,9360
2529,1,1,624,290,9360
2530,1,0,625,258,9375
2531,1,1,625,290,9375
2532,1,0,626,258,9390
2533,1,1,626,290,9390
2534,1,0,627,258,9405
2535,1,1,627,290,9405
2536,1,0,628,258,9420
2537,1,1,628,290,9420
2538,1,0,629,258,9435
2539,1,1,629,290,9435
2540,1,0,630,258,9450
2541,1,1,630,290,9450
2542,1,0,631,258,9465
2543,1,1,631,290,9465
2544,1,0,632,258,9480
2545,1,1,632,290,9480
2546,1,0,633,258,9495
2547,1,1,633,290,9495
2548,1,0,634,258,9510
2549,1,1,634,290,9510
2550,1,0,635,258,9525
2551,1,1,635,290,9525
2552,1,0,636,258,9540
2553,1,1,636,290,9540
2554,1,0,637,258,9555
2555,1,1,637,290,9555
2556,1,0,638,258,9570
2557,1,1,638,290,9570
2558,1,0,639,258,9585
2559,1,1,639,290,9585
2560,2,0,0,508,0
2561,2,1,0,540,0
2562,2,0,1,508,15
2563,2,1,1,540,15
2564,2,0,2,508,30
2565,2,1,2,540,30
2566,2,0,3,508,45
2567,2,1,3,540,45
2568,2,0,4,508,60
2569,2,1,4,540,60
2570,2,0,5,508,75
2571,2,1,5,540,75
2572,2,0,6,508,90
2573,2,1,6,540,90
2574,2,0,7,508,105
2575,2,1,7,540,105
2576,2,0,8,508,120
2577,2,1,8,540,120
2578,2,0,9,508,135
2579,2,1,9,540,135
2580,2,0,10,508,150
2581,2,1,10,540,150
2582,2,0,11,508,165
2583,2,1,11,540,165
2584,2,0,12,508,180
2585,2,1,12,540,180
2586,2,0,13,508,195
2587,2,1,13,540,195
2588,2,0,14,508,210
2589,2,1,14,540,210
2590,2,0,15,508,225
2591,2,1,15,540,225
2592,2,0,16,508,240
2593,2,1,16,540,240
2594,2,0,17,508,255
2595,2,1,17,540,255
2596,2,0,18,508,270
2597,2,1,18,540,270
2598,2,0,19,508,285
2599,2,1,19,540,285
2600,2,0,20,508,300
2601,2,1,20,540,300
2602,2,0,21,508,315
2603,2,1,21,540,315
2604,2,0,22,508,330
2605,2,1,22,540,330
2606,2,0,23,508,345
2607,2,1,23,540,345
2608,2,0,24,508,360
2609,2,1,24,540,360
2610,2,0,25,508,375
2611,2,1,25,540,375
2612,2,0,26,508,390
2613,2,1,26,540,390
2614,2,0,27,508,405
2615,2,1,27,540,405
2616,2,0,28,508,420
2617,2,1,28,540,420
2618,2,0,29,508,435
2619,2,1,29,540,435
2620,2,0,30,508,450
2621,2,1,30,540,450
2622,2,0,31,508,465
2623,2,1,31,540,465
2624,2,0,32,508,480
2625,2,1,32,540,480
2626,2,0,33,508,495
2627,2,1,33,540,495
2628,2,0,34,508,510
2629,2,1,34,540,510
2630,2,0,35,508,525
2631,2,1,35,540,525
2632,2,0,36,508,540
2633,2,1,36,540,540
2634,2,0,37,508,555
2635,2,1,37,540,555
2636,2,0,38,508,570
2637,2,1,38,540,570
2638,2,0,39,508,585
2639,2,1,39,540,585
2640,2,0,40,508,600
2641,2,1,40,540,600
2642,2,0,41,508,615
2643,2,1,41,540,615
2644,2,0,42,508,630
2645,2,1,42,540,630
2646,2,0,43,508,645
2647,2,1,43,540,645
2648,2,0,44,508,660
2649,2,1,44,540,660
2650,2,0,45,508,675
2651,2,1,45,540,675
2652,2,0,46,508,690
2653,2,1,46,540,690
2654,2,0,47,508,705
2655,2,1,47,540,705
2656,2,0,48,508,720
2657,2,1,48,540,720
2658,2,0,49,508,735
2659,2,1,49,540,735
2660,2,0,50,508,750
2661,2,1,50,540,750
2662,2,0,51,508,765
2663,2,1,51,540,765
2664,2,0,52,508,780
2665,2,1,52,540,780
2666,2,0,53,508,795
2667,2,1,53,540,795
2668,2,0,54,508,810
2669,2,1,54,540,810
2670,2,0,55,508,825
2671,2,1,55,540,825
2672,2,0,56,508,840
2673,2,1,56,540,840
2674,2,0,57,508,855
2675,2,1,57,540,855
2676,2,0,58,508,870
2677,2,1,58,540,870
2678,2,0,59,508,885
2679,2,1,59,540,885
2680,2,0,60,508,900
2681,2,1,60,540,900
2682,2,0,61,508,915
2683,2,1,61,540,915
2684,2,0,62,508,930
2685,2,1,62,540,930
2686,2,0,63,508,945
2687,2,1,63,540,945
2688,2,0,64,508,960
2689,2,1,64,540,960
2690,2,0,65,508,975
2691,2,1,65,540,975
2692,2,0,66,508,990
2693,2,1,66,540,990
2694,2,0,67,508,1005
2695,2,1,67,540,1005
2696,2,0,68,508,1020
2697,2,1,68,540,1020
2698,2,0,69,508,1035
2699,2,1,69,540,1035
2700,2,0,70,508,1050
2701,2,1,70,540,1050
2702,2,0,71,508,1065
2703,2,1,71,540,1065
2704,2,0,72,508,1080
2705,2,1,72,540,1080
2706,2,0,73,508,1095
2707,2,1,73,540,1095
2708,2,0,74,508,1110
2709,2,1,74,540,1110
2710,2,0,75,508,1125
2711,2,1,75,540,1125
2712,2,0,76,508,1140
2713,2,1,76,540,1140
2714,2,0,77,508,1155
2715,2,1,77,540,1155
2716,2,0,78,508,1170
2717,2,1,78,540,1170
2718,2,0,79,508,1185
2719,2,1,79,540,1185
2720,2,0,80,508,1200
2721,2,1,80,540,1200
2722,2,0,81,508,1215
2723,2,1,81,540,1215
2724,2,0,82,508,1230
2725,2,1,82,540,1230
2726,2,0,83,508,1245
2727,2,1,83,540,1245
2728,2,0,84,508,1260
2729,2,1,84,540,1260
2730,2,0,85,508,1275
2731,2,1,85,540,1275
2732,2,0,86,508,1290
2733,2,1,86,540,1290
2734,2,0,87,508,1305
2735,2,1,87,540,1305
2736,2,0,88,508,1320
2737,2,1,88,540,1320
2738,2,0,89,508,1335
2739,2,1,89,540,1335
2740,2,0,90,508,1350
2741,2,1,90,540,1350
2742,2,0,91,508,1365
2743,2,1,91,540,1365
2744,2,0,92,508,1380
2745,2,1,92,540,1380
2746,2,0,93,508,1395
2747,2,1,93,540,1395
2748,2,0,94,508,1410
2749,2,1,94,540,1410
2750,2,0,95,508,1425
2751,2,1,95,540,1425
2752,2,0,96,508,1440
2753,2,1,96,540,1440
2754,2,0,97,508,1455
2755,2,1,97,540,1455
2756,2,0,98,508,1470
2757,2,1,98,540,1470
2758,2,0,99,508,1485
2759,2,1,99,540,1485
2760,2,0,100,508,1500
2761,2,1,100,540,1500
2762,2,0,101,508,1515
2763,2,1,101,540,1515
2764,2,0,102,508,1530
2765,2,1,102,540,1530
2766,2,0,103,508,1545
2767,2,1,103,540,1545
2768,2,0,104,508,1560
2769,2,1,104,540,1560
2770,2,0,105,508,1575
2771,2,1,105,540,1575
2772,2,0,106,508,1590
2773,2,1,106,540,1590
2774,2,0,107,508,1605
2775,2,1,107,540,1605
2776,2,0,108,508,1620
2777,2,1,108,540,1620
2778,2,0,109,508,1635
2779,2,1,109,540,1635
2780,2,0,110,508,1650
2781,2,1,110,540,1650
2782,2,0,111,508,1665
2783,2,1,111,540,1665
2784,2,0,112,508,1680
2785,2,1,112,540,1680
2786,2,0,113,508,1695
2787,2,1,113,540,1695
2788,2,0,114,508,1710
2789,2,1,114,540,1710
2790,2,0,115,508,1725
2791,2,1,115,540,1725
2792,2,0,116,508,1740
2793,2,1,116,540,1740
2794,2,0,117,508,1755
2795,2,1,117,540,1755
2796,2,0,118,508,1770
2797,2,1,118,540,1770
2798,2,0,119,508,1785
2799,2,1,119,540,1785
2800,2,0,120,508,1800
2801,2,1,120,540,1800
2802,2,0,121,508,1815
2803,2,1,121,540,1815
2804,2,0,122,508,1830
2805,2,1,122,540,1830
2806,2,0,123,508,1845
2807,2,1,123,540,1845
2808,2,0,124,508,1860
2809,2,1,124,540,1860
2810,2,0,125,508,1875
2811,2,1,125,540,1875
2812,2,0,126,508,1890
2813,2,1,126,540,1890
2814,2,0,127,508,1905
2815,2,1,127,540,1905
2816,2,0,128,508,1920
2817,2,1,128,540,1920
2818,2,0,129,508,1935
2819,2,1,129,540,1935
2820,2,0,130,508,1950
2821,2,1,130,540,1950
2822,2,0,131,508,1965
2823,2,1,131,540,1965
2824,2,0,132,508,1980
2825,2,1,132,540,1980
2826,2,0,133,508,1995
2827,2,1,133,540,1995
2828,2,0,134,508,2010
2829,2,1,134,540,2010
2830,2,0,135,508,2025
2831,2,1,135,540,2025
2832,2,0,136,508,2040
2833,2,1,136,540,2040
2834,2,0,137,508,2055
2835,2,1,137,540,2055
2836,2,0,138,508,2070
2837,2,1,138,540,2070
2838,2,0,139,508,2085
2839,2,1,139,540,2085
2840,2,0,140,508,2100
2841,2,1,140,540,2100
2842,2,0,141,508,2115
2843,2,1,141,540,2115
2844,2,0,142,508,2130
2845,2,1,142,540,2130
2846,2,0,143,508,2145
2847,2,1,143,540,2145
2848,2,0,144,508,2160
2849,2,1,144,540,2160
2850,2,0,145,508,2175
2851,2,1,145,540,2175
2852,2,0,146,508,2190
2853,2,1,146,540,2190
2854,2,0,147,508,2205
2855,2,1,147,540,2205
2856,2,0,148,508,2220
2857,2,1,148,540,2220
2858,2,0,149,508,2235
2859,2,1,149,540,2235
2860,2,0,150,508,2250
2861,2,1,150,540,2250
2862,2,0,151,508,2265
2863,2,1,151,540,2265
2864,2,0,152,508,2280
2865,2,1,152,540,2280
2866,2,0,153,508,2295
2867,2,1,153,540,2295
2868,2,0,154,508,2310
2869,2,1,154,540,2310
2870,2,0,155,508,2325
2871,2,1,155,540,2325
2872,2,0,156,508,2340
2873,2,1,156,540,2340
2874,2,0,157,508,2355
2875,2,1,157,540,2355
2876,2,0,158,508,2370
2877,2,1,158,540,2370
2878,2,0,159,508,2385
2879,2,1,159,540,2385
2880,2,0,160,508,2400
2881,2,1,160,540,2400
2882,2,0,161,508,2415
2883,2,1,161,540,2415
2884,2,0,162,508,2430
2885,2,1,162,540,2430
2886,2,0,163,508,2445
2887,2,1,163,540,2445
2888,2,0,164,508,2460
2889,2,1,164,540,2460
2890,2,0,165,508,2475
2891,2,1,165,540,2475
2892,2,0,166,508,2490
2893,2,1,166,540,2490
2894,2,0,167,508,2505
2895,2,1,167,540,2505
2896,2,0,168,508,2520
2897,2,1,168,540,2520
2898,2,0,169,508,2535
2899,2,1,169,540,2535
2900,2,0,170,508,2550
2901,2,1,170,540,2550
2902,2,0,171,508,2565
2903,2,1,171,540,2565
2904,2,0,172,508,2580
2905,2,1,172,540,2580
2906,2,0,173,508,2595
2907,2,1,173,540,2595
2908,2,0,174,508,2610
2909,2,1,174,540,2610
2910,2,0,175,508,2625
2911,2,1,175,540,2625
2912,2,0,176,508,2640
2913,2,1,176,540,2640
2914,2,0,177,508,2655
2915,2,1,177,540,2655
2916,2,0,178,508,2670
2917,2,1,178,540,2670
2918,2,0,179,508,2685
2919,2,1,179,540,2685
2920,2,0,180,508,2700
2921,2,1,180,540,2700
2922,2,0,181,508,2715
2923,2,1,181,540,2715
2924,2,0,182,508,2730
2925,2,1,182,540,2730
2926,2,0,183,508,2745
2927,2,1,183,540,2745
2928,2,0,184,508,2760
2929,2,1,184,540,2760
2930,2,0,185,508,2775
2931,2,1,185,540,2775
2932,2,0,186,508,2790
2933,2,1,186,540,2790
2934,2,0,187,508,2805
2935,2,1,187,540,2805
2936,2,0,188,508,2820
2937,2,1,188,540,2820
2938,2,0,189,508,2835
2939,2,1,189,540,2835
2940,2,0,190,508,2850
2941,2,1,190,540,2850
2942,2,0,191,508,2865
2943,2,1,191,540,2865
2944,2,0,192,508,2880
2945,2,1,192,540,2880
2946,2,0,193,508,2895
2947,2,1,193,540,2895
2948,2,0,194,508,2910
2949,2,1,194,540,2910
2950,2,0,195,508,2925
2951,2,1,195,540,2925
2952,2,0,196,508,2940
2953,2,1,196,540,2940
2954,2,0,197,508,2955
2955,2,1,197,540,2955
2956,2,0,198,508,2970
2957,2,1,198,540,2970
2958,2,0,199,508,2985
2959,2,1,199,540,2985
2960,2,0,200,508,3000
2961,2,1,200,540,3000
2962,2,0,201,508,3015
2963,2,1,201,540,3015
2964,2,0,202,508,3030
2965,2,1,202,540,3030
2966,2,0,203,508,3045
2967,2,1,203,540,3045
2968,2,0,204,508,3060
2969,2,1,204,540,3060
2970,2,0,205,508,3075
2971,2,1,205,540,3075
2972,2,0,206,508,3090
2973,2,1,206,540,3090
2974,2,0,207,508,3105
2975,2,1,207,540,3105
2976,2,0,208,508,3120
2977,2,1,208,540,3120
2978,2,0,209,508,3135
2979,2,1,209,540,3135
2980,2,0,210,508,3150
2981,2,1,210,540,3150
2982,2,0,211,508,3165
2983,2,1,211,540,3165
2984,2,0,212,508,3180
2985,2,1,212,540,3180
2986,2,0,213,508,3195
2987,2,1,213,540,3195
2988,2,0,214,508,3210
2989,2,1,214,540,3210
2990,2,0,215,508,3225
2991,2,1,215,540,3225
2992,2,0,216,508,3240
2993,2,1,216,540,3240
2994,2,0,217,508,3255
2995,2,1,217,540,3255
2996,2,0,218,508,3270
2997,2,1,218,540,3270
2998,2,0,219,508,3285
2999,2,1,219,540,3285
3000,2,0,220,508,3300
3001,2,1,220,540,3300
3002,2,0,221,508,3315
3003,2,1,221,540,3315
3004,2,0,222,508,3330
3005,2,1,222,540,3330
3006,2,0,223,508,3345
3007,2,1,223,540,3345
3008,2,0,224,508,3360
3009,2,1,224,540,3360
3010,2,0,225,508,3375
3011,2,1,225,540,3375
3012,2,0,226,508,3390
3013,2,1,226,540,3390
3014,2,0,227,508,3405
3015,2,1,227,540,3405
3016,2,0,228,508,3420
3017,2,1,228,540,3420
3018,2,0,229,508,3435
3019,2,1,229,540,3435
3020,2,0,230,508,3450
3021,2,1,230,540,3450
3022,2,0,231,508,3465
3023,2,1,231,540,3465
3024,2,0,232,508,3480
3025,2,1,232,540,3480
3026,2,0,233,508,3495
3027,2,1,233,540,3495
3028,2,0,234,508,3510
3029,2,1,234,540,3510
3030,2,0,235,508,3525
3031,2,1,235,540,3525
3032,2,0,236,508,3540
3033,2,1,236,540,3540
3034,2,0,237,508,3555
3035,2,1,237,540,3555
3036,2,0,238,508,3570
3037,2,1,238,540,3570
3038,2,0,239,508,3585
3039,2,1,239,540,3585
3040,2,0,240,508,3600
3041,2,1,240,540,3600
3042,2,0,241,508,3615
3043,2,1,241,540,3615
3044,2,0,242,508,3630
3045,2,1,242,540,3630
3046,2,0,243,508,3645
3047,2,1,243,540,3645
3048,2,0,244,508,3660
3049,2,1,244,540,3660
3050,2,0,245,508,3675
3051,2,1,245,540,3675
3052,2,0,246,508,3690
3053,2,1,246,540,3690
3054,2,0,247,508,3705
3055,2,1,247,540,3705
3056,2,0,248,508,3720
3057,2,1,248,540,3720
3058,2,0,249,508,3735
3059,2,1,249,540,3735
3060,2,0,250,508,3750
3061,2,1,250,540,3750
3062,2,0,251,508,3765
3063,2,1,251,540,3765
3064,2,0,252,508,3780
3065,2,1,252,540,3780
3066,2,0,253,508,3795
3067,2,1,253,540,3795
3068,2,0,254,508,3810
3069,2,1,254,540,3810
3070,2,0,255,508,3825
3071,2,1,255,540,3825
3072,2,0,256,508,3840
3073,2,1,256,540,3840
3074,2,0,257,508,3855
3075,2,1,257,540,3855
3076,2,0,258,508,3870
3077,2,1,258,540,3870
3078,2,0,259,508,3885
3079,2,1,259,540,3885
3080,2,0,260,508,3900
3081,2,1,260,540,3900
3082,2,0,261,508,3915
3083,2,1,261,540,3915
3084,2,0,262,508,3930
3085,2,1,262,540,3930
3086,2,0,263,508,3945
