electrode,shank,shank_column,shank_row,x_um,y_um
1073,0,1,536,40,8040
1074,0,0,537,8,8055
1075,0,1,537,40,8055
1076,0,0,538,8,8070
1077,0,1,538,40,8070
1078,0,0,539,8,8085
1079,0,1,539,40,8085
1080,0,0,540,8,8100
1081,0,1,540,40,8100
1082,0,0,541,8,8115
1083,0,1,541,40,8115
1084,0,0,542,8,8130
1085,0,1,542,40,8130
1086,0,0,543,8,8145
1087,0,1,543,40,8145
1088,0,0,544,8,8160
1089,0,1,544,40,8160
1090,0,0,545,8,8175
1091,0,1,545,40,8175
1092,0,0,546,8,8190
1093,0,1,546,40,8190
1094,0,0,547,8,8205
1095,0,1,547,40,8205
1096,0,0,548,8,8220
1097,0,1,548,40,8220
1098,0,0,549,8,8235
1099,0,1,549,40,8235
1100,0,0,550,8,8250
1101,0,1,550,40,8250
1102,0,0,551,8,8265
1103,0,1,551,40,8265
1104,0,0,552,8,8280
1105,0,1,552,40,8280
1106,0,0,553,8,8295
1107,0,1,553,40,8295
1108,0,0,554,8,8310
1109,0,1,554,40,8310
1110,0,0,555,8,8325
1111,0,1,555,40,8325
1112,0,0,556,8,8340
1113,0,1,556,40,8340
1114,0,0,557,8,8355
1115,0,1,557,40,8355
1116,0,0,558,8,8370
1117,0,1,558,40,8370
1118,0,0,559,8,8385
1119,0,1,559,40,8385
1120,0,0,560,8,8400
1121,0,1,560,40,8400
1122,0,0,561,8,8415
1123,0,1,561,40,8415
1124,0,0,562,8,8430
1125,0,1,562,40,8430
1126,0,0,563,8,8445
1127,0,1,563,40,8445
1128,0,0,564,8,8460
1129,0,1,564,40,8460
1130,0,0,565,8,8475
1131,0,1,565,40,8475
1132,0,0,566,8,8490
1133,0,1,566,40,8490
1134,0,0,567,8,8505
1135,0,1,567,40,8505
1136,0,0,568,8,8520
1137,0,1,568,40,8520
1138,0,0,569,8,8535
1139,0,1,569,40,8535
1140,0,0,570,8,8550
1141,0,1,570,40,8550
1142,0,0,571,8,8565
1143,0,1,571,40,8565
1144,0,0,572,8,8580
1145,0,1,572,40,8580
1146,0,0,573,8,8595
1147,0,1,573,40,8595
1148,0,0,574,8,8610
1149,0,1,574,40,8610
1150,0,0,575,8,8625
1151,0,1,575,40,8625
1152,0,0,576,8,8640
1153,0,1,576,40,8640
1154,0,0,577,8,8655
1155,0,1,577,40,8655
1156,0,0,578,8,8670
1157,0,1,578,40,8670
1158,0,0,579,8,8685
1159,0,1,579,40,8685
1160,0,0,580,8,8700
1161,0,1,580,40,8700
1162,0,0,581,8,8715
1163,0,1,581,40,8715
1164,0,0,582,8,8730
1165,0,1,582,40,8730
1166,0,0,583,8,8745
1167,0,1,583,40,8745
1168,0,0,584,8,8760
1169,0,1,584,40,8760
1170,0,0,585,8,8775
1171,0,1,585,40,8775
1172,0,0,586,8,8790
1173,0,1,586,40,8790
1174,0,0,587,8,8805
1175,0,1,587,40,8805
1176,0,0,588,8,8820
1177,0,1,588,40,8820
1178,0,0,589,8,8835
1179,0,1,589,40,8835
1180,0,0,590,8,8850
1181,0,1,590,40,8850
1182,0,0,591,8,8865
1183,0,1,591,40,8865
1184,0,0,592,8,8880
1185,0,1,592,40,8880
1186,0,0,593,8,8895
1187,0,1,593,40,8895
1188,0,0,594,8,8910
1189,0,1,594,40,8910
1190,0,0,595,8,8925
1191,0,1,595,40,8925
1192,0,0,596,8,8940
1193,0,1,596,40,8940
1194,0,0,597,8,8955
1195,0,1,597,40,8955
1196,0,0,598,8,8970
1197,0,1,598,40,8970
1198,0,0,599,8,8985
1199,0,1,599,40,8985
1200,0,0,600,8,9000
1201,0,1,600,40,9000
1202,0,0,601,8,9015
1203,0,1,601,40,9015
1204,0,0,602,8,9030
1205,0,1,602,40,9030
1206,0,0,603,8,9045
1207,0,1,603,40,9045
1208,0,0,604,8,9060
1209,0,1,604,40,9060
1210,0,0,605,8,9075
1211,0,1,605,40,9075
1212,0,0,606,8,9090
1213,0,1,606,40,9090
1214,0,0,607,8,9105
1215,0,1,607,40,9105
1216,0,0,608,8,9120
1217,0,1,608,40,9120
1218,0,0,609,8,9135
1219,0,1,609,40,9135
1220,0,0,610,8,9150
1221,0,1,610,40,9150
1222,0,0,611,8,9165
1223,0,1,611,40,9165
1224,0,0,612,8,9180
1225,0,1,612,40,9180
1226,0,0,613,8,9195
1227,0,1,613,40,9195
1228,0,0,614,8,9210
1229,0,1,614,40,9210
1230,0,0,615,8,9225
1231,0,1,615,40,9225
1232,0,0,616,8,9240
1233,0,1,616,40,9240
1234,0,0,617,8,9255
1235,0,1,617,40,9255
1236,0,0,618,8,9270
1237,0,1,618,40,9270
1238,0,0,619,8,9285
1239,0,1,619,40,9285
1240,0,0,620,8,9300
1241,0,1,620,40,9300
1242,0,0,621,8,9315
1243,0,1,621,40,9315
1244,0,0,622,8,9330
1245,0,1,622,40,9330
1246,0,0,623,8,9345
1247,0,1,623,40,9345
1248,0,0,624,8,9360
1249,0,1,624,40,9360
1250,0,0,625,8,9375
1251,0,1,625,40,9375
1252,0,0,626,8,9390
1253,0,1,626,40,9390
1254,0,0,627,8,9405
1255,0,1,627,40,9405
1256,0,0,628,8,9420
1257,0,1,628,40,9420
1258,0,0,629,8,9435
1259,0,1,629,40,9435
1260,0,0,630,8,9450
1261,0,1,630,40,9450
1262,0,0,631,8,9465
1263,0,1,631,40,9465
1264,0,0,632,8,9480
1265,0,1,632,40,9480
1266,0,0,633,8,9495
1267,0,1,633,40,9495
1268,0,0,634,8,9510
1269,0,1,634,40,9510
1270,0,0,635,8,9525
1271,0,1,635,40,9525
1272,0,0,636,8,9540
1273,0,1,636,40,9540
1274,0,0,637,8,9555
1275,0,1,637,40,9555
1276,0,0,638,8,9570
1277,0,1,638,40,9570
1278,0,0,639,8,9585
1279,0,1,639,40,9585
1280,1,0,0,258,0
1281,1,1,0,290,0
1282,1,0,1,258,15
1283,1,1,1,290,15
1284,1,0,2,258,30
1285,1,1,2,290,30
1286,1,0,3,258,45
1287,1,1,3,290,45
1288,1,0,4,258,60
1289,1,1,4,290,60
1290,1,0,5,258,75
1291,1,1,5,290,75
1292,1,0,6,258,90
1293,1,1,6,290,90
1294,1,0,7,258,105
1295,1,1,7,290,105
1296,1,0,8,258,120
1297,1,1,8,290,120
1298,1,0,9,258,135
1299,1,1,9,290,135
1300,1,0,10,258,150
1301,1,1,10,290,150
1302,1,0,11,258,165
1303,1,1,11,290,165
1304,1,0,12,258,180
1305,1,1,12,290,180
1306,1,0,13,258,195
1307,1,1,13,290,195
1308,1,0,14,258,210
1309,1,1,14,290,210
1310,1,0,15,258,225
1311,1,1,15,290,225
1312,1,0,16,258,240
1313,1,1,16,290,240
1314,1,0,17,258,255
1315,1,1,17,290,255
1316,1,0,18,258,270
1317,1,1,18,290,270
1318,1,0,19,258,285
1319,1,1,19,290,285
1320,1,0,20,258,300
1321,1,1,20,290,300
1322,1,0,21,258,315
1323,1,1,21,290,315
1324,1,0,22,258,330
1325,1,1,22,290,330
1326,1,0,23,258,345
1327,1,1,23,290,345
1328,1,0,24,258,360
1329,1,1,24,290,360
1330,1,0,25,258,375
1331,1,1,25,290,375
1332,1,0,26,258,390
1333,1,1,26,290,390
1334,1,0,27,258,405
1335,1,1,27,290,405
1336,1,0,28,258,420
1337,1,1,28,290,420
1338,1,0,29,258,435
1339,1,1,29,290,435
1340,1,0,30,258,450
1341,1,1,30,290,450
1342,1,0,31,258,465
1343,1,1,31,290,465
1344,1,0,32,258,480
1345,1,1,32,290,480
1346,1,0,33,258,495
1347,1,1,33,290,495
1348,1,0,34,258,510
1349,1,1,34,290,510
1350,1,0,35,258,525
1351,1,1,35,290,525
1352,1,0,36,258,540
1353,1,1,36,290,540
1354,1,0,37,258,555
1355,1,1,37,290,555
1356,1,0,38,258,570
1357,1,1,38,290,570
1358,1,0,39,258,585
1359,1,1,39,290,585
1360,1,0,40,258,600
1361,1,1,40,290,600
1362,1,0,41,258,615
1363,1,1,41,290,615
1364,1,0,42,258,630
1365,1,1,42,290,630
1366,1,0,43,258,645
1367,1,1,43,290,645
1368,1,0,44,258,660
1369,1,1,44,290,660
1370,1,0,45,258,675
1371,1,1,45,290,675
1372,1,0,46,258,690
1373,1,1,46,290,690
1374,1,0,47,258,705
1375,1,1,47,290,705
1376,1,0,48,258,720
1377,1,1,48,290,720
1378,1,0,49,258,735
1379,1,1,49,290,735
1380,1,0,50,258,750
1381,1,1,50,290,750
1382,1,0,51,258,765
1383,1,1,51,290,765
1384,1,0,52,258,780
1385,1,1,52,290,780
1386,1,0,53,258,795
1387,1,1,53,290,795
1388,1,0,54,258,810
1389,1,1,54,290,810
1390,1,0,55,258,825
1391,1,1,55,290,825
1392,1,0,56,258,840
1393,1,1,56,290,840
1394,1,0,57,258,855
1395,1,1,57,290,855
1396,1,0,58,258,870
1397,1,1,58,290,870
1398,1,0,59,258,885
1399,1,1,59,290,885
1400,1,0,60,258,900
1401,1,1,60,290,900
1402,1,0,61,258,915
1403,1,1,61,290,915
1404,1,0,62,258,930
1405,1,1,62,290,930
1406,1,0,63,258,945
1407,1,1,63,290,945
1408,1,0,64,258,960
1409,1,1,64,290,960
1410,1,0,65,258,975
1411,1,1,65,290,975
1412,1,0,66,258,990
1413,1,1,66,290,990
1414,1,0,67,258,1005
1415,1,1,67,290,1005
1416,1,0,68,258,1020
1417,1,1,68,290,1020
1418,1,0,69,258,1035
1419,1,1,69,290,1035
1420,1,0,70,258,1050
1421,1,1,70,290,1050
1422,1,0,71,258,1065
1423,1,1,71,290,1065
1424,1,0,72,258,1080
1425,1,1,72,290,1080
1426,1,0,73,258,1095
1427,1,1,73,290,1095
1428,1,0,74,258,1110
1429,1,1,74,290,1110
1430,1,0,75,258,1125
1431,1,1,75,290,1125
1432,1,0,76,258,1140
1433,1,1,76,290,1140
1434,1,0,77,258,1155
1435,1,1,77,290,1155
1436,1,0,78,258,1170
1437,1,1,78,290,1170
1438,1,0,79,258,1185
1439,1,1,79,290,1185
1440,1,0,80,258,1200
1441,1,1,80,290,1200
1442,1,0,81,258,1215
1443,1,1,81,290,1215
1444,1,0,82,258,1230
1445,1,1,82,290,1230
1446,1,0,83,258,1245
1447,1,1,83,290,1245
1448,1,0,84,258,1260
1449,1,1,84,290,1260
1450,1,0,85,258,1275
1451,1,1,85,290,1275
1452,1,0,86,258,1290
1453,1,1,86,290,1290
1454,1,0,87,258,1305
1455,1,1,87,290,1305
1456,1,0,88,258,1320
1457,1,1,88,290,1320
1458,1,0,89,258,1335
1459,1,1,89,290,1335
1460,1,0,90,258,1350
1461,1,1,90,290,1350
1462,1,0,91,258,1365
1463,1,1,91,290,1365
1464,1,0,92,258,1380
1465,1,1,92,290,1380
1466,1,0,93,258,1395
1467,1,1,93,290,1395
1468,1,0,94,258,1410
1469,1,1,94,290,1410
1470,1,0,95,258,1425
1471,1,1,95,290,1425
1472,1,0,96,258,1440
1473,1,1,96,290,1440
1474,1,0,97,258,1455
1475,1,1,97,290,1455
1476,1,0,98,258,1470
1477,1,1,98,290,1470
1478,1,0,99,258,1485
1479,1,1,99,290,1485
1480,1,0,100,258,1500
1481,1,1,100,290,1500
1482,1,0,101,258,1515
1483,1,1,101,290,1515
1484,1,0,102,258,1530
1485,1,1,102,290,1530
1486,1,0,103,258,1545
1487,1,1,103,290,1545
1488,1,0,104,258,1560
1489,1,1,104,290,1560
1490,1,0,105,258,1575
1491,1,1,105,290,1575
1492,1,0,106,258,1590
1493,1,1,106,290,1590
1494,1,0,107,258,1605
1495,1,1,107,290,1605
1496,1,0,108,258,1620
1497,1,1,108,290,1620
1498,1,0,109,258,1635
1499,1,1,109,290,1635
1500,1,0,110,258,1650
1501,1,1,110,290,1650
1502,1,0,111,258,1665
1503,1,1,111,290,1665
1504,1,0,112,258,1680
1505,1,1,112,290,1680
1506,1,0,113,258,1695
1507,1,1,113,290,1695
1508,1,0,114,258,1710
1509,1,1,114,290,1710
1510,1,0,115,258,1725
1511,1,1,115,290,1725
1512,1,0,116,258,1740
1513,1,1,116,290,1740
1514,1,0,117,258,1755
1515,1,1,117,290,1755
1516,1,0,118,258,1770
1517,1,1,118,290,1770
1518,1,0,119,258,1785
1519,1,1,119,290,1785
1520,1,0,120,258,1800
1521,1,1,120,290,1800
1522,1,0,121,258,1815
1523,1,1,121,290,1815
1524,1,0,122,258,1830
1525,1,1,122,290,1830
1526,1,0,123,258,1845
1527,1,1,123,290,1845
1528,1,0,124,258,1860
1529,1,1,124,290,1860
1530,1,0,125,258,1875
1531,1,1,125,290,1875
1532,1,0,126,258,1890
1533,1,1,126,290,1890
1534,1,0,127,258,1905
1535,1,1,127,290,1905
1536,1,0,128,258,1920
1537,1,1,128,290,1920
1538,1,0,129,258,1935
1539,1,1,129,290,1935
1540,1,0,130,258,1950
1541,1,1,130,290,1950
1542,1,0,131,258,1965
1543,1,1,131,290,1965
1544,1,0,132,258,1980
1545,1,1,132,290,1980
1546,1,0,133,258,1995
1547,1,1,133,290,1995
1548,1,0,134,258,2010
1549,1,1,134,290,2010
1550,1,0,135,258,2025
1551,1,1,135,290,2025
1552,1,0,136,258,2040
1553,1,1,136,290,2040
1554,1,0,137,258,2055
1555,1,1,137,290,2055
1556,1,0,138,258,2070
1557,1,1,138,290,2070
1558,1,0,139,258,2085
1559,1,1,139,290,2085
1560,1,0,140,258,2100
1561,1,1,140,290,2100
1562,1,0,141,258,2115
1563,1,1,141,290,2115
1564,1,0,142,258,2130
1565,1,1,142,290,2130
1566,1,0,143,258,2145
1567,1,1,143,290,2145
1568,1,0,144,258,2160
1569,1,1,144,290,2160
1570,1,0,145,258,2175
1571,1,1,145,290,2175
1572,1,0,146,258,2190
1573,1,1,146,290,2190
1574,1,0,147,258,2205
1575,1,1,147,290,2205
1576,1,0,148,258,2220
1577,1,1,148,290,2220
1578,1,0,149,258,2235
1579,1,1,149,290,2235
1580,1,0,150,258,2250
1581,1,1,150,290,2250
1582,1,0,151,258,2265
1583,1,1,151,290,2265
1584,1,0,152,258,2280
1585,1,1,152,290,2280
1586,1,0,153,258,2295
1587,1,1,153,290,2295
1588,1,0,154,258,2310
1589,1,1,154,290,2310
1590,1,0,155,258,2325
1591,1,1,155,290,2325
1592,1,0,156,258,2340
1593,1,1,156,290,2340
1594,1,0,157,258,2355
1595,1,1,157,290,2355
1596,1,0,158,258,2370
1597,1,1,158,290,2370
1598,1,0,159,258,2385
1599,1,1,159,290,2385
1600,1,0,160,258,2400
1601,1,1,160,290,2400
1602,1,0,161,258,2415
1603,1,1,161,290,2415
1604,1,0,162,258,2430
1605,1,1,162,290,2430
1606,1,0,163,258,2445
1607,1,1,163,290,2445
1608,1,0,164,258,2460
1609,1,1,164,290,2460
1610,1,0,165,258,2475
1611,1,1,165,290,2475
1612,1,0,166,258,2490
1613,1,1,166,290,2490
1614,1,0,167,258,2505
1615,1,1,167,290,2505
1616,1,0,168,258,2520
1617,1,1,168,290,2520
1618,1,0,169,258,2535
1619,1,1,169,290,2535
1620,1,0,170,258,2550
1621,1,1,170,290,2550
1622,1,0,171,258,2565
1623,1,1,171,290,2565
1624,1,0,172,258,2580
1625,1,1,172,290,2580
1626,1,0,173,258,2595
1627,1,1,173,290,2595
1628,1,0,174,258,2610
1629,1,1,174,290,2610
1630,1,0,175,258,2625
1631,1,1,175,290,2625
1632,1,0,176,258,2640
1633,1,1,176,290,2640
1634,1,0,177,258,2655
1635,1,1,177,290,2655
1636,1,0,178,258,2670
1637,1,1,178,290,2670
1638,1,0,179,258,2685
1639,1,1,179,290,2685
1640,1,0,180,258,2700
1641,1,1,180,290,2700
1642,1,0,181,258,2715
1643,1,1,181,290,2715
1644,1,0,182,258,2730
1645,1,1,182,290,2730
1646,1,0,183,258,2745
1647,1,1,183,290,2745
1648,1,0,184,258,2760
1649,1,1,184,290,2760
1650,1,0,185,258,2775
1651,1,1,185,290,2775
1652,1,0,186,258,2790
1653,1,1,186,290,2790
1654,1,0,187,258,2805
1655,1,1,187,290,2805
1656,1,0,188,258,2820
1657,1,1,188,290,2820
1658,1,0,189,258,2835
1659,1,1,189,290,2835
1660,1,0,190,258,2850
1661,1,1,190,290,2850
1662,1,0,191,258,2865
1663,1,1,191,290,2865
1664,1,0,192,258,2880
1665,1,1,192,290,2880
1666,1,0,193,258,2895
1667,1,1,193,290,2895
1668,1,0,194,258,2910
1669,1,1,194,290,2910
1670,1,0,195,258,2925
1671,1,1,195,290,2925
1672,1,0,196,258,2940
1673,1,1,196,290,2940
1674,1,0,197,258,2955
1675,1,1,197,290,2955
1676,1,0,198,258,2970
1677,1,1,198,290,2970
1678,1,0,199,258,2985
1679,1,1,199,290,2985
1680,1,0,200,258,3000
1681,1,1,200,290,3000
1682,1,0,201,258,3015
1683,1,1,201,290,3015
1684,1,0,202,258,3030
1685,1,1,202,290,3030
1686,1,0,203,258,3045
1687,1,1,203,290,3045
1688,1,0,204,258,3060
1689,1,1,204,290,3060
1690,1,0,205,258,3075
1691,1,1,205,290,3075
1692,1,0,206,258,3090
1693,1,1,206,290,3090
1694,1,0,207,258,3105
1695,1,1,207,290,3105
1696,1,0,208,258,3120
1697,1,1,208,290,3120
1698,1,0,209,258,3135
1699,1,1,209,290,3135
1700,1,0,210,258,3150
1701,1,1,210,290,3150
1702,1,0,211,258,3165
1703,1,1,211,290,3165
1704,1,0,212,258,3180
1705,1,1,212,290,3180
1706,1,0,213,258,3195
1707,1,1,213,290,3195
1708,1,0,214,258,3210
1709,1,1,214,290,3210
1710,1,0,215,258,3225
1711,1,1,215,290,3225
1712,1,0,216,258,3240
1713,1,1,216,290,3240
1714,1,0,217,258,3255
1715,1,1,217,290,3255
1716,1,0,218,258,3270
1717,1,1,218,290,3270
1718,1,0,219,258,3285
1719,1,1,219,290,3285
1720,1,0,220,258,3300
1721,1,1,220,290,3300
1722,1,0,221,258,3315
1723,1,1,221,290,3315
1724,1,0,222,258,3330
1725,1,1,222,290,3330
1726,1,0,223,258,3345
1727,1,1,223,290,3345
1728,1,0,224,258,3360
1729,1,1,224,290,3360
1730,1,0,225,258,3375
1731,1,1,225,290,3375
1732,1,0,226,258,3390
1733,1,1,226,290,3390
1734,1,0,227,258,3405
1735,1,1,227,290,3405
1736,1,0,228,258,3420
1737,1,1,228,290,3420
1738,1,0,229,258,3435
1739,1,1,229,290,3435
1740,1,0,230,258,3450
1741,1,1,230,290,3450
1742,1,0,231,258,3465
1743,1,1,231,290,3465
1744,1,0,232,258,3480
1745,1,1,232,290,3480
1746,1,0,233,258,3495
1747,1,1,233,290,3495
1748,1,0,234,258,3510
1749,1,1,234,290,3510
1750,1,0,235,258,3525
1751,1,1,235,290,3525
1752,1,0,236,258,3540
1753,1,1,236,290,3540
1754,1,0,237,258,3555
1755,1,1,237,290,3555
1756,1,0,238,258,3570
1757,1,1,238,290,3570
1758,1,0,239,258,3585
1759,1,1,239,290,3585
1760,1,0,240,258,3600
1761,1,1,240,290,3600
1762,1,0,241,258,3615
1763,1,1,241,290,3615
1764,1,0,242,258,3630
1765,1,1,242,290,3630
1766,1,0,243,258,3645
1767,1,1,243,290,3645
1768,1,0,244,258,3660
1769,1,1,244,290,3660
1770,1,0,245,258,3675
1771,1,1,245,290,3675
1772,1,0,246,258,3690
1773,1,1,246,290,3690
1774,1,0,247,258,3705
1775,1,1,247,290,3705
1776,1,0,248,258,3720
1777,1,1,248,290,3720
1778,1,0,249,258,3735
1779,1,1,249,290,3735
1780,1,0,250,258,3750
1781,1,1,250,290,3750
1782,1,0,251,258,3765
1783,1,1,251,290,3765
1784,1,0,252,258,3780
1785,1,1,252,290,3780
1786,1,0,253,258,3795
1787,1,1,253,290,3795
1788,1,0,254,258,3810
1789,1,1,254,290,3810
1790,1,0,255,258,3825
1791,1,1,255,290,3825
1792,1,0,256,258,3840
1793,1,1,256,290,3840
1794,1,0,257,258,3855
1795,1,1,257,290,3855
1796,1,0,258,258,3870
1797,1,1,258,290,3870
1798,1,0,259,258,3885
1799,1,1,259,290,3885
1800,1,0,260,258,3900
1801,1,1,260,290,3900
1802,1,0,261,258,3915
1803,1,1,261,290,3915
1804,1,0,262,258,3930
1805,1,1,262,290,3930
1806,1,0,263,258,3945
1807,1,1,263,290,3945
1808,1,0,264,258,3960
1809,1,1,264,290,3960
1810,1,0,265,258,3975
1811,1,1,265,290,3975
1812,1,0,266,258,3990
1813,1,1,266,290,3990
1814,1,0,267,258,4005
1815,1,1,267,290,4005
1816,1,0,268,258,4020
1817,1,1,268,290,4020
1818,1,0,269,258,4035
1819,1,1,269,290,4035
1820,1,0,270,258,4050
1821,1,1,270,290,4050
1822,1,0,271,258,4065
1823,1,1,271,290,4065
1824,1,0,272,258,4080
1825,1,1,272,290,4080
1826,1,0,273,258,4095
1827,1,1,273,290,4095
1828,1,0,274,258,4110
1829,1,1,274,290,4110
1830,1,0,275,258,4125
1831,1,1,275,290,4125
1832,1,0,276,258,4140
1833,1,1,276,290,4140
1834,1,0,277,258,4155
1835,1,1,277,290,4155
1836,1,0,278,258,4170
1837,1,1,278,290,4170
1838,1,0,279,258,4185
1839,1,1,279,290,4185
1840,1,0,280,258,4200
1841,1,1,280,290,4200
1842,1,0,281,258,4215
1843,1,1,281,290,4215
1844,1,0,282,258,4230
1845,1,1,282,290,4230
1846,1,0,283,258,4245
1847,1,1,283,290,4245
1848,1,0,284,258,4260
1849,1,1,284,290,4260
1850,1,0,285,258,4275
1851,1,1,285,290,4275
1852,1,0,286,258,4290
1853,1,1,286,290,4290
1854,1,0,287,258,4305
1855,1,1,287,290,4305
1856,1,0,288,258,4320
1857,1,1,288,290,4320
1858,1,0,289,258,4335
1859,1,1,289,290,4335
1860,1,0,290,258,4350
1861,1,1,290,290,4350
1862,1,0,291,258,4365
1863,1,1,291,290,4365
1864,1,0,292,258,4380
1865,1,1,292,290,4380
1866,1,0,293,258,4395
1867,1,1,293,290,4395
1868,1,0,294,258,4410
1869,1,1,294,290,4410
1870,1,0,295,258,4425
1871,1,1,295,290,4425
1872,1,0,296,258,4440
1873,1,1,296,290,4440
1874,1,0,297,258,4455
1875,1,1,297,290,4455
1876,1,0,298,258,4470
1877,1,1,298,290,4470
1878,1,0,299,258,4485
1879,1,1,299,290,4485
1880,1,0,300,258,4500
1881,1,1,300,290,4500
1882,1,0,301,258,4515
1883,1,1,301,290,4515
1884,1,0,302,258,4530
1885,1,1,302,290,4530
1886,1,0,303,258,4545
1887,1,1,303,290,4545
1888,1,0,304,258,4560
1889,1,1,304,290,4560
1890,1,0,305,258,4575
1891,1,1,305,290,4575
1892,1,0,306,258,4590
1893,1,1,306,290,4590
1894,1,0,307,258,4605
1895,1,1,307,290,4605
1896,1,0,308,258,4620
1897,1,1,308,290,4620
1898,1,0,309,258,4635
1899,1,1,309,290,4635
1900,1,0,310,258,4650
1901,1,1,310,290,4650
1902,1,0,311,258,4665
1903,1,1,311,290,4665
1904,1,0,312,258,4680
1905,1,1,312,290,4680
1906,1,0,313,258,4695
1907,1,1,313,290,4695
1908,1,0,314,258,4710
1909,1,1,314,290,4710
1910,1,0,315,258,4725
1911,1,1,315,290,4725
1912,1,0,316,258,4740
1913,1,1,316,290,4740
1914,1,0,317,258,4755
1915,1,1,317,290,4755
1916,1,0,318,258,4770
1917,1,1,318,290,4770
1918,1,0,319,258,4785
1919,1,1,319,290,4785
1920,1,0,320,258,4800
1921,1,1,320,290,4800
1922,1,0,321,258,4815
1923,1,1,321,290,4815
1924,1,0,322,258,4830
1925,1,1,322,290,4830
1926,1,0,323,258,4845
1927,1,1,323,290,4845
1928,1,0,324,258,4860
1929,1,1,324,290,4860
1930,1,0,325,258,4875
1931,1,1,325,290,4875
1932,1,0,326,258,4890
1933,1,1,326,290,4890
1934,1,0,327,258,4905
1935,1,1,327,290,4905
1936,1,0,328,258,4920
1937,1,1,328,290,4920
1938,1,0,329,258,4935
1939,1,1,329,290,4935
1940,1,0,330,258,4950
1941,1,1,330,290,4950
1942,1,0,331,258,4965
1943,1,1,331,290,4965
1944,1,0,332,258,4980
1945,1,1,332,290,4980
1946,1,0,333,258,4995
1947,1,1,333,290,4995
1948,1,0,334,258,5010
1949,1,1,334,290,5010
1950,1,0,335,258,5025
1951,1,1,335,290,5025
1952,1,0,336,258,5040
1953,1,1,336,290,5040
1954,1,0,337,258,5055
1955,1,1,337,290,5055
1956,1,0,338,258,5070
1957,1,1,338,290,5070
1958,1,0,339,258,5085
1959,1,1,339,290,5085
1960,1,0,340,258,5100
1961,1,1,340,290,5100
1962,1,0,341,258,5115
1963,1,1,341,290,5115
1964,1,0,342,258,5130
1965,1,1,342,290,5130
1966,1,0,343,258,5145
1967,1,1,343,290,5145
1968,1,0,344,258,5160
1969,1,1,344,290,5160
1970,1,0,345,258,5175
1971,1,1,345,290,5175
1972,1,0,346,258,5190
1973,1,1,346,290,5190
1974,1,0,347,258,5205
1975,1,1,347,290,5205
1976,1,0,348,258,5220
1977,1,1,348,290,5220
1978,1,0,349,258,5235
1979,1,1,349,290,5235
1980,1,0,350,258,5250
1981,1,1,350,290,5250
1982,1,0,351,258,5265
1983,1,1,351,290,5265
1984,1,0,352,258,5280
1985,1,1,352,290,5280
1986,1,0,353,258,5295
1987,1,1,353,290,5295
1988,1,0,354,258,5310
1989,1,1,354,290,5310
1990,1,0,355,258,5325
1991,1,1,355,290,5325
1992,1,0,356,258,5340
1993,1,1,356,290,5340
1994,1,0,357,258,5355
1995,1,1,357,290,5355
1996,1,0,358,258,5370
1997,1,1,358,290,5370
1998,1,0,359,258,5385
1999,1,1,359,290,5385
2000,1,0,360,258,5400
2001,1,1,360,290,5400
2002,1,0,361,258,5415
2003,1,1,361,290,5415
2004,1,0,362,258,5430
2005,1,1,362,290,5430
2006,1,0,363,258,5445
2007,1,1,363,290,5445
2008,1,0,364,258,5460
2009,1,1,364,290,5460
2010,1,0,365,258,5475
2011,1,1,365,290,5475
2012,1,0,366,258,5490
2013,1,1,366,290,5490
2014,1,0,367,258,5505
2015,1,1,367,290,5505
2016,1,0,368,258,5520
2017,1,1,368,290,5520
2018,1,0,369,258,5535
2019,1,1,369,290,5535
2020,1,0,370,258,5550
2021,1,1,370,290,5550
2022,1,0,371,258,5565
2023,1,1,371,290,5565
2024,1,0,372,258,5580
2025,1,1,372,290,5580
2026,1,0,373,258,5595
2027,1,1,373,290,5595
2028,1,0,374,258,5610
2029,1,1,374,290,5610
2030,1,0,375,258,5625
2031,1,1,375,290,5625
2032,1,0,376,258,5640
2033,1,1,376,290,5640
2034,1,0,377,258,5655
2035,1,1,377,290,5655
2036,1,0,378,258,5670
2037,1,1,378,290,5670
2038,1,0,379,258,5685
2039,1,1,379,290,5685
2040,1,0,380,258,5700
2041,1,1,380,290,5700
2042,1,0,381,258,5715
2043,1,1,381,290,5715
2044,1,0,382,258,5730
2045,1,1,382,290,5730
2046,1,0,383,258,5745
2047,1,1,383,290,5745
2048,1,0,384,258,5760
2049,1,1,384,290,5760
2050,1,0,385,258,5775
2051,1,1,385,290,5775
2052,1,0,386,258,5790
2053,1,1,386,290,5790
2054,1,0,387,258,5805
2055,1,1,387,290,5805
2056,1,0,388,258,5820
2057,1,1,388,290,5820
2058,1,0,389,258,5835
2059,1,1,389,290,5835
2060,1,0,390,258,5850
2061,1,1,390,290,5850
2062,1,0,391,258,5865
2063,1,1,391,290,5865
2064,1,0,392,258,5880
2065,1,1,392,290,5880
2066,1,0,393,258,5895
2067,1,1,393,290,5895
2068,1,0,394,258,5910
2069,1,1,394,290,5910
2070,1,0,395,258,5925
2071,1,1,395,290,5925
2072,1,0,396,258,5940
2073,1,1,396,290,5940
2074,1,0,397,258,5955
2075,1,1,397,290,5955
2076,1,0,398,258,5970
2077,1,1,398,290,5970
2078,1,0,399,258,5985
2079,1,1,399,290,5985
